Id,category,Item,ImageSrc,PriceTag,validity,item_disclaimer_text,Description,SalesStory,Coupon
480605609,Pets,Fresh Step Cat Litter,https://cdn.flippenterprise.net/page_pdf_images/9875079/087b0d84-590a-11ea-a506-0edc53c25ee6/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 22.5–25 lb. box",SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480572851,Deli,Smithfield 1/4 Boneless Ham or Smokehouse Boneless Ham,https://cdn.flippenterprise.net/page_pdf_images/9875071/f736a632-5909-11ea-8512-0efae983d694/x_large,SALE$3.99¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,Sliced,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480573257,Deli,Plumrose Boneless Smoked Ham Steak,https://cdn.flippenterprise.net/page_pdf_images/9875071/f88c83c6-5909-11ea-8512-0efae983d694/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,12 oz. pkg.,SALE BUY 1 GET 1 FREE OF EQUAL OR LESSER VALUE,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480572667,Deli,Tyson Breaded or Grilled Chicken,https://cdn.flippenterprise.net/page_pdf_images/9875071/f4fc8c60-5909-11ea-8512-0efae983d694/x_large,SALE$6.99¢/ea.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Frozen, Selected Varieties, 20–25 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480569676,Deli,Nature's Promise Rotisserie Chicken,https://cdn.flippenterprise.net/page_pdf_images/9875024/fc3a5b4c-5909-11ea-8505-0e1ba86a8db4/x_large,$5.99¢/ea.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"No Antibiotics Ever, No Added 
",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480574000,Deli,Cooked Perfect Meatballs,https://cdn.flippenterprise.net/page_pdf_images/9875071/fa52dafc-5909-11ea-8512-0efae983d694/x_large,SALE$5.99¢/ea.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 18–32 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480585400,Deli,Old El Paso Taco Shells or Dinner Kits,https://cdn.flippenterprise.net/page_pdf_images/9875076/f60317f0-5909-11ea-bd2c-0ec6e2beadde/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,Selected Varieties and Sizes,SAVE $2 on Stop & Shop 85% lean Ground beef When you spend $4 on participating Old El Paso items,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480579633,Deli,Nature's Promise Flat Iron Steak,https://cdn.flippenterprise.net/page_pdf_images/9875073/e7cfd7fe-5909-11ea-94b8-0ec6e2beadde/x_large,SALE$5.99¢/ea.,"
      Valid March 06, 2020 - March 12, 2020
    ",,,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480571560,Deli,Nature's Promise 94% Lean Fresh Ground Turkey,https://cdn.flippenterprise.net/page_pdf_images/9875071/f1858410-5909-11ea-8512-0efae983d694/x_large,SALE$3.49¢/ea.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"6% Fat, All Natural, 16 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480574284,Deli,Hillshire Farm Lunch Meat,https://cdn.flippenterprise.net/page_pdf_images/9875071/fc0a779c-5909-11ea-8512-0efae983d694/x_large,SALE$5.00¢/ea.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, Family Pack,
",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480571706,Deli,Combo Pack Pork Chops,https://cdn.flippenterprise.net/page_items/186159727/1583269548/extra_large.jpg,SALE$1.47¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Stop & Shop, Bone-In, Value Pack",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480577423,Deli,Boar's Head Vermont Cheddar Cheese,https://cdn.flippenterprise.net/page_pdf_images/9875071/03747b4a-590a-11ea-8512-0efae983d694/x_large,SALE$9.99¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"White or Yellow, Sliced to Order",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480579309,Deli,Applegate Organic Chicken Nuggets,https://cdn.flippenterprise.net/page_pdf_images/9875073/1d9ffe22-590a-11ea-94b8-0ec6e2beadde/x_large,SALE$6.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Frozen, Selected Varieties, 8 oz. pkg.",SAVE $5 when you buy 5 participating products,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480578502,Deli,Applegate Breakfast Sausage,https://cdn.flippenterprise.net/page_pdf_images/9875073/1b4bd8e4-590a-11ea-94b8-0ec6e2beadde/x_large,SALE$4.69¢,"
      Valid March 06, 2020 - March 12, 2020
    ",(Excludes Organic),"Frozen, Selected Varieties, 7 oz. pkg.",SAVE $5 when you buy 5 participating products,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480576335,Seafood,Tilapia Fillet,https://cdn.flippenterprise.net/page_pdf_images/9875071/ebb18f2a-5909-11ea-8512-0efae983d694/x_large,$5.99¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Fresh, Farm Raised",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480576024,Deli,90% Lean Ground Beef,https://cdn.flippenterprise.net/page_items/186163916/1583269592/extra_large.jpg,SALE$4.99¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"10% Fat, Value Pack",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
483133743,Coupon,Keebler Cookies,https://cdn.flippenterprise.net/page_items/187150912/1583529629/extra_large.jpg,,"
      Valid March 06, 2020 - March 12, 2020
    ",,,$0.50 off TWO (2) Packages of Keebler Cookies,"{'Id': '537167', 'CouponDetail': '$0.50 OFF $0.50 OFF TWO (2) packages of Keebler® cookies\n                Valid Mar 06, 2020 to Mar 31, 2020\n            ', 'CouponDiscalimer': 'RETAILER: We will reimburse you the face value of this coupon plus 8¢ handling, provided it is redeemed by a consumer at the time of purchase on the brand specified. Coupons not properly redeemed will be void and held. Reproduction or alteration of this coupon is expressly prohibited. (Any other use constitutes fraud.) MAIL TO: Ferrara Candy Company Inmar Dept #41420 One Fawcett Drive, Del Rio, TX 78840. This coupon has no cash redemption value. LIMIT ONE COUPON PER PURCHASE. CONSUMER: One Coupon valid for item(s) indicated. Limit one coupon per purchase. Any other use constitutes fraud. VOID IF COPIED, TRANSFERRED, PURCHASED, OR SOLD. Valid only in the USA.'}"
480600590,Seafood,Yankee Trader Crab Cakes,https://cdn.flippenterprise.net/page_pdf_images/9875078/0e895e2e-590a-11ea-87f4-0e7faade0358/x_large,SALE 2/$5.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Frozen, 6 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480576960,Seafood,Van de Kamp's Margaritaville Shrimp or Johnny's Breaded Shrimp,https://cdn.flippenterprise.net/page_pdf_images/9875071/ff1e3338-5909-11ea-8512-0efae983d694/x_large,SALE 2/$10.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Frozen, Selected Varieties,
",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480576648,Seafood,Trans Ocean Imitation Crab or McCormick Cocktail Sauce,https://cdn.flippenterprise.net/page_pdf_images/9875071/fe50880c-5909-11ea-8512-0efae983d694/x_large,SALE 2/$4.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Imitation Crab, 8 oz. pkg. or Cocktail Sauce, Refrigerated, 8 fl. oz. btl.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480587896,Seafood,"Bumble Bee Chunk Light Pouch, Campbell's SpaghettiOs, Idahoan Mashed Potatoes, Star Kist Chicken or Chunk Light Tuna Pouch, Tuna Lunch Kits or Dole Canned Pineapple",https://cdn.flippenterprise.net/page_pdf_images/9875076/01333c9a-590a-11ea-bd2c-0ec6e2beadde/x_large,SALE 5/$5.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,Selected Varieties and Sizes,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480607036,Seafood,Swedish Fish or Sour Patch Kids,https://cdn.flippenterprise.net/page_pdf_images/9875079/11c05de0-590a-11ea-a506-0edc53c25ee6/x_large,SALE 2/$6.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ","Only with your Stop & Shop or registered phone number! 
",14 oz. pkg.,SAVE $3 When you spend $15 on participating products,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480580458,Seafood,Nature's Promise Bagged Fish Fillets,https://cdn.flippenterprise.net/page_pdf_images/9875073/11be690e-590a-11ea-94b8-0ec6e2beadde/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Frozen, All Natural, 12 oz. pkg.",SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480576484,Seafood,Haddock Fillet,https://cdn.flippenterprise.net/page_items/186163922/1583269594/extra_large.jpg,$7.99¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Wild Caught, Previously Frozen",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480569067,Seafood,Gulf of Maine Salmon Fillet or Extra Large Cooked Cocktail Shrimp,https://cdn.flippenterprise.net/page_pdf_images/9875024/e3f9278e-5909-11ea-8505-0e1ba86a8db4/x_large,SALE$8.99¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Fresh Salmon or Shrimp, 26–30 ct., Farm Raised, Frozen or Thawed for Your Convenience",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480576799,Seafood,Gorton's Fish Fillets,https://cdn.flippenterprise.net/page_pdf_images/9875071/fe7f83a0-5909-11ea-8512-0efae983d694/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Frozen, 6–24 oz. pkg.",SALE BUY 2 GET 1 FREE OF EQUAL OR LESSER VALUE,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480574422,Seafood,"Swordfish Steak, Tuna Steak or Extra Jumbo Raw EZ Peel Shrimp",https://cdn.flippenterprise.net/page_pdf_images/9875071/fd3eb826-5909-11ea-8512-0efae983d694/x_large,SALE$8.99¢/lb.,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Swordfish, Wild Caught, Previously Frozen or Shrimp, 16–20 ct.,
",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480595785,Household Supplies,Tide Pods,https://cdn.flippenterprise.net/page_pdf_images/9875077/27999b72-590a-11ea-ba28-0ec6e2beadde/x_large,SALE$21.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",Only with your Stop & Shop Card or registered phone number In a single transaction * Savings applied to non-P & G items.,"Selected Varieties, 96 ct. pkg.",SAVE $15 when you buy any 3 participating products*,"{'Id': '527298', 'CouponDetail': 'Save $2.00 Save $2.00 ONE Tide PODS OR Tide Power PODS (excludes Tide Liquid/Powder Laundry Detergent, Tide Simply, Tide Simply PODS, and Tide PODS 9 ct and below, and trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480595108,Household Supplies,Tide Liquid Detergent,https://cdn.flippenterprise.net/page_pdf_images/9875077/211640ac-590a-11ea-ba28-0ec6e2beadde/x_large,SALE$17.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",Only with your Stop & Shop Card or registered phone number In a single transaction * Savings applied to non-P & G items.,"Liquid Detergent, 138–150 fl. oz. btl.",SAVE $15 when you buy any 3 participating products*,"{'Id': '527312', 'CouponDetail': 'Save $2.00 Save $2.00 ONE Tide Laundry Detergent (excludes Tide Purclean Laundry Detergent, Studio by Tide Laundry Detergent, Tide PODS, Tide Rescue, Tide Simply Laundry Detergent, Tide Simply PODS, Tide Detergent 10 oz and trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480602526,Household Supplies,Stop & Shop Paper Towels,https://cdn.flippenterprise.net/page_pdf_images/9875079/f3322642-5909-11ea-a506-0edc53c25ee6/x_large,SALE$0.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,Single Roll,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480583954,Household Supplies,Stop & Shop Paper Straws,https://cdn.flippenterprise.net/page_pdf_images/9875073/16fc94ae-590a-11ea-94b8-0ec6e2beadde/x_large,SALE$1.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 50 ct. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480603826,Household Supplies,Stop & Shop Facial Tissue,https://cdn.flippenterprise.net/page_pdf_images/9875079/fcef8ca6-5909-11ea-a506-0edc53c25ee6/x_large,SALE 2/$6.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 4 pack",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480604617,Household Supplies,St. Patrick's Day Party Goods,https://cdn.flippenterprise.net/page_pdf_images/9875079/ee627266-5909-11ea-a506-0edc53c25ee6/x_large,SALE 2/$3.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ","Where Available, While Supplies
",Selected Varieties,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480604134,Household Supplies,Renuzit Adjustables,https://cdn.flippenterprise.net/page_pdf_images/9875079/fe9f0c48-5909-11ea-a506-0edc53c25ee6/x_large,SALE$0.89¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 7 oz. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480604446,Household Supplies,St. Patrick's Day Apparel and Novelties,https://cdn.flippenterprise.net/page_pdf_images/9875079/00910b64-590a-11ea-a506-0edc53c25ee6/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ","Where Available, While Supplies Last",,SALE 20% OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480604799,Household Supplies,Thermos Hydration Bottles,https://cdn.flippenterprise.net/page_pdf_images/9875079/e7ea73a2-5909-11ea-a506-0edc53c25ee6/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ",,Selected Varieties,SALE $1 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480602348,Household Supplies,"Scott Bath Tissue, Paper Towels or Wet Wipes",https://cdn.flippenterprise.net/page_pdf_images/9875079/f1945986-5909-11ea-a506-0edc53c25ee6/x_large,SALE$7.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Bath Tissue, 12 Roll, 1000 sheet, Comfort Plus, 12 Mega Roll, Towels, 8 Giant Roll or Wet Wipes, 255 ct. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480614404,Household Supplies,Nature's Promise Cutlery,https://cdn.flippenterprise.net/page_pdf_images/9875082/0f067c1a-590a-11ea-b8be-0ec6e2beadde/x_large,$1.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 24 ct. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480568532,Household Supplies,"Quilted Northern or Angel Soft Bath Tissue, Brawny or Sparkle Paper Towels",https://cdn.flippenterprise.net/page_pdf_images/9875024/d7f29f92-5909-11ea-8505-0e1ba86a8db4/x_large,$4.99¢/ea.,"
      Valid March 06, 2020 - March 12, 2020
    ",Limit 1 Digital Coupon per household,"Selected Varieties and Sizes, See Store for Details 
",,"{'Id': '537169', 'CouponDetail': 'Save $1.00 Save $1.00 off any ONE (1) package of Quilted Northern® 12 DR or 6 MR, Angel Soft® 12 DR or 6 MR, Brawny® 6L Roll or Sparkle® 6 GR\n                Valid Mar 06, 2020 to Mar 13, 2020\n            ', 'CouponDiscalimer': 'Consumer: LIMIT 1 COUPON PER PURCHASE. ANY OTHER USE CONSTITUTES FRAUD. Void if transferred, sold, auctioned, reproduced, altered from original, or where prohibited or restricted by law. Consumer pays sales tax. Good only in the USA, APO’s, & FPO’s. Cash value .001¢. Participating products include: Quilted Northern®, Brawny®, Angel Soft® and Sparkle®. Retailer: Georgia-Pacific will reimburse you the face value of this coupon plus 8¢ if submitted in compliance with our coupon redemption policy (available at GP.com). Retailer must present invoices verifying stock purchases are consistent with redeemed coupons upon request. No cash or credit in excess of shelf price may be returned to consumer or applied to transaction. Mail to: Georgia-Pacific Consumer Products 1694, NCH Marketing Services, P.O. Box 880001, El Paso, TX 88588-0001. Georgia-Pacific Consumer Products participates in the CIC® Member Coupon Integrity Program. ©2020 Georgia-Pacific Consumer Products. All rights reserved. Unless otherwise noted, all trademarks are owned by or licensed to Georgia-Pacific Consumer Products. CIC is a trademark of Coupon Information Corporation. All rights reserved.'}"
480602865,Household Supplies,Persil Laundry Detergent,https://cdn.flippenterprise.net/page_pdf_images/9875079/1541835e-590a-11ea-a506-0edc53c25ee6/x_large,2/$6.00¢when you buy 2,"
      Valid March 06, 2020 - March 12, 2020
    ",Limit 1 Digital Coupon per household,"Liquid Detergent, 40 fl. oz. btl. or Power Caps, 16 ct. pkg. 
",,"{'Id': '537179', 'CouponDetail': 'Save $4.00 on TWO (2) Persil® Liquid (40oz.) or Discs (16ct.)\n                Valid Mar 06, 2020 to Mar 12, 2020\n            ', 'CouponDiscalimer': 'LIMIT ONE (1) COUPON PER PURCHASE OF SPECIFIED PRODUCT AND QUANTITY STATED. DO NOT COMBINE WITH ANY OTHER MANUFACTURER COUPON(S), REBATES, OFFERS OR DISCOUNTS.\u202fCOUPON MAY NOT EXCEED VALUE OF ITEM PURCHASED. LIMIT OF ONE (1) IDENTICAL COUPON PER SHOPPING TRIP. Void if expired, reproduced, altered, copied, sold, purchased, transferred, or exchanged to any person, firm, or group prior to store redemption, or where prohibited or restricted by law. Any other use constitutes fraud. Consumer: You pay any sales tax. Not valid on special packs, trial or travel sizes.\u202fItem(s) may not be available at all stores.\u202fCoupon only valid in stores only. Retailer: Henkel Corporation will reimburse you for the face value of this coupon plus 8¢ handling if submitted in accordance with Henkel Corporation Coupon Redemption Policy (available upon request). Mail coupons to: Inmar Dept #17000, Henkel Corporation, 1 Fawcett Drive, Del Rio, TX 78840. Cash value 1/100¢. No cash back if coupon value exceeds selling price. Valid only in the USA. © 2020 Henkel Corporation. All Rights Reserved.'}"
480603957,Household Supplies,Palmolive Liquid Dish Detergent or Suavitel Fabric Softener,https://cdn.flippenterprise.net/page_pdf_images/9875079/fe706ac8-5909-11ea-a506-0edc53c25ee6/x_large,SALE$5.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Palmolive, 68 fl. oz. btl. or
",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480583788,Household Supplies,Nature's Promise Natural Bar Soap,https://cdn.flippenterprise.net/page_pdf_images/9875073/f3544272-5909-11ea-94b8-0ec6e2beadde/x_large,SALE 2/$5.00¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 5 oz. bar",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480602684,Household Supplies,Lysol Disinfecting Wipes or Toilet Bowl Cleaner,https://cdn.flippenterprise.net/page_pdf_images/9875079/f6deeb90-5909-11ea-a506-0edc53c25ee6/x_large,SALE$1.49¢/ea. when you buy 4,"
      Valid March 06, 2020 - March 12, 2020
    ",Other quantities $1.99/ea.,"Selected Varieties, Wipes, 35 ct. cont., Toilet Bowl Cleaner, 24 fl . oz. btl. or Power & Blue Automatic Toilet Bowl Cleaner, 1 ct. pkg.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480603520,Household Supplies,Hefty Cups,https://cdn.flippenterprise.net/page_pdf_images/9875079/1b134358-590a-11ea-a506-0edc53c25ee6/x_large,SALE$4.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,80–100 ct. pkg.,,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480594924,Household Supplies,Gain Laundry Detergent,https://cdn.flippenterprise.net/page_pdf_images/9875077/2048a660-590a-11ea-ba28-0ec6e2beadde/x_large,SALE$14.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",Only with your Stop & Shop Card or registered phone number In a single transaction *Savings applied to non-P & G items.,"Liquid Detergent, 150 fl. oz. btl.
",SAVE $15 when you buy any 3 participating products*,"{'Id': '519398', 'CouponDetail': 'Save $1.00 Save $1.00 ONE Gain Flings 12 ct TO 26 ct OR Gain Liquid Laundry Detergent OR Gain Powder Laundry Detergent (excludes Gain Ultra Flings, Gain Fireworks, Gain Flings 9 ct and below, and trial/travel size).\n                Valid Feb 09, 2020 to Mar 14, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480604919,Household Supplies,Duracell Coppertop or Optimum Batteries,https://cdn.flippenterprise.net/page_pdf_images/9875079/02507d04-590a-11ea-a506-0edc53c25ee6/x_large,,"
      Valid March 06, 2020 - March 12, 2020
    ","Where Available, While Supplies Last","Selected Varieties, Coppertop, 8 ct. or Optimum, 6 ct.,",SALE $1.50 OFF,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480603316,Household Supplies,Arm & Hammer Liquid Laundry Detergent,https://cdn.flippenterprise.net/page_pdf_images/9875079/fbb25472-5909-11ea-a506-0edc53c25ee6/x_large,SALE$9.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Selected Varieties, 210 fl. oz. cont.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480603197,Household Supplies,Downy or Bounce Fabric Enhancers,https://cdn.flippenterprise.net/page_pdf_images/9875079/fcec43de-5909-11ea-a506-0edc53c25ee6/x_large,SALE$9.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Liquid Fabric Softener, 129 fl. oz., Unstopables, 14.8 oz. cont. or Bounce Dryer Sheets, 240 ct. pkg.",,"{'Id': '527310', 'CouponDetail': 'Save $1.50 Save $1.50 ONE Downy Liquid Fabric Conditioner 48 ld or larger(includes Downy Odor Protect 32 oz or larger, Downy Wrinkle Guard 25 oz or larger and Downy Nature Blends 44 oz or larger) OR Bounce/Downy Sheets 70 ct or larger(includes Bounce/Downy WrinkleGuard 40 ct or larger) OR In Wash Scent Boosters 5.7 oz to 14.8 oz(includes Unstopables, Fresh Protect, Odor Protect and Infusions) OR Bounce Rapid Touch-Up 3 in 1 Spray OR Downy Wrinkle Releaser Spray (excludes trial/travel size).\n                Valid Feb 23, 2020 to Mar 21, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480588343,Household Supplies,Charmin Bath Tissue,https://cdn.flippenterprise.net/page_pdf_images/9875076/207d3bdc-590a-11ea-bd2c-0ec6e2beadde/x_large,SALE$19.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",Only with your Stop & Shop card or registered phone number! In a single transaction. *Savings applied to non-P&G items.,18 Mega or 12 Super Mega Roll,SAVE $15 when you buy 3 participating products,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
480595266,Household Supplies,Cascade Auto Dish Detergent,https://cdn.flippenterprise.net/page_pdf_images/9875077/257d6f08-590a-11ea-ba28-0ec6e2beadde/x_large,SALE$15.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",Only with your Stop & Shop card or registered phone number! In a single transaction. *Savings applied to non-P&G items.,"Selected Varieties, 26.7-33.1 oz. cont.",SAVE $5 when you buy 5 participating products,"{'Id': '527314', 'CouponDetail': 'Save $0.50 Save $0.50 ONE Cascade Dishwasher Detergent, Rinse Aid OR Dishwasher Cleaner (excludes ActionPacs 30 ct or larger and trial/travel size).\n                Valid Feb 23, 2020 to Mar 28, 2020\n            ', 'CouponDiscalimer': ""Dealer: Submission to Procter & Gamble signifies compliance with 'Requirements for Proper Coupon Redemption.' Please visit this link for coupon terms for proper redemption: http://www.pg.com/en_US/downloads/partners_suppliers/PG_Coupon_Terms_of_Proper_Redemption.pdf. Limit of one coupon per item. Consumer: Limit ONE coupon per purchase of products and quantities stated. Any other use constitutes fraud. Coupons are not authorized if purchasing products for resale. You may pay sales tax. Not valid in Puerto Rico. Limit of one coupon per household. Digital Coupons and paper coupons may not be combined on the purchase of a single item. Specially marked items, such as Clearance or Manager's Specials may not be eligible for Digital Coupons.""}"
480604300,Household Supplies,Finish Dish Detergent or Jet Dry Rinse Aid,https://cdn.flippenterprise.net/page_pdf_images/9875079/ffae1782-5909-11ea-a506-0edc53c25ee6/x_large,SALE$3.99¢,"
      Valid March 06, 2020 - March 12, 2020
    ",,"Dish Tabs, 12–20 ct. pkg. or Jet Dry, 8.45 fl . oz. btl.",,"{'Id': None, 'CouponDetail': ' ', 'CouponDiscalimer': None}"
